,Change Record,Extra Change,Date,Net Worth,mdd,stock_id,mfs_score,buy_price,sell_price,lowest_price,highest_price,buy_date,sell_date,profit(%),MAE,BMFE,GMFE
0,2015-01-01-2015-01-11 報酬率:-0.13% 本金:998929.385,每次換手最大報酬 : 16.22%,2015-01-05,1.0,0.0,2428,83.0,45.25,45.1,44.35,45.25,2015-01-05,2015-01-09,-0.33149171270717703,1.9889502762430906,0.0,0.0
1,2015-01-11-2015-02-11 報酬率:0.91% 本金:1006230.3150000001,每次換手最小報酬 : -13.28%,2015-01-06,0.9905754691974638,-0.9424530802536246,8249,82.0,25.3,24.4,24.4,25.4,2015-01-05,2015-01-09,-3.5573122529644396,3.5573122529644357,0.395256916996039,0.395256916996039
2,2015-02-11-2015-03-11 報酬率:6.29% 本金:1057317.695,,2015-01-07,1.0042479695127078,0.0,6108,82.0,24.15,24.3,24.0,24.6,2015-01-05,2015-01-09,0.6211180124223725,0.6211180124223544,0.0,1.8633540372670927
3,2015-03-11-2015-04-01 報酬率:4.03% 本金:1090611.54,,2015-01-08,1.0031817648794754,-0.10616945869950101,2542,82.0,63.6,63.6,62.9,63.6,2015-01-05,2015-01-09,0.0,1.1006289308176145,0.0,0.0
4,2015-04-01-2015-04-11 報酬率:2.08% 本金:1109394.98,,2015-01-12,0.9987271046993766,-0.5497511551863066,5356,80.0,66.4,65.8,65.3,66.4,2015-01-05,2015-01-09,-0.9036144578313365,1.656626506024109,0.0,0.0
5,2015-04-11-2015-05-16 報酬率:-0.7% 本金:1102744.98,,2015-01-13,0.9977238373625232,-0.649653506728054,2387,80.0,21.1,22.4,21.1,22.95,2015-01-05,2015-01-09,6.16113744075828,0.0,0.0,8.76777251184833
6,2015-05-16-2015-06-11 報酬率:2.69% 本金:1129193.8669999999,,2015-01-14,1.0025199795418587,-0.17206805722371765,5514,80.0,21.3,21.45,20.95,21.6,2015-01-05,2015-01-09,0.7042253521126751,1.6431924882629174,0.0,1.4084507042253553
7,2015-06-11-2015-07-11 報酬率:-2.36% 本金:1105956.1269999999,,2015-01-15,1.0024555626535894,-0.17848249770304747,6220,80.0,18.95,18.65,18.55,19.0,2015-01-05,2015-01-09,-1.58311345646438,2.110817941952499,0.2638522427440671,0.2638522427440671
8,2015-07-11-2015-08-15 報酬率:-4.6% 本金:1061201.3469999998,,2015-01-16,0.9920620491335789,-1.2134373928624265,8213,80.0,53.2,52.0,51.7,53.2,2015-01-05,2015-01-09,-2.2556390977443663,2.819548872180451,0.0,0.0
9,2015-08-15-2015-09-11 報酬率:3.28% 本金:1092267.8669999996,,2015-01-19,0.9837995359074698,-2.036193671883668,4915,79.0,39.0,38.95,37.8,39.1,2015-01-05,2015-01-09,-0.12820512820511665,3.076923076923084,0.0,0.25641025641026005
10,2015-09-11-2015-10-11 報酬率:6.96% 本金:1160155.0109999995,,2015-01-20,0.9956382287274125,-0.8573321576615167,6108,87.0,23.9,22.25,22.25,24.0,2015-01-12,2015-02-11,-6.903765690376562,6.903765690376564,0.41841004184101016,0.41841004184101016
11,2015-10-11-2015-11-15 報酬率:9.96% 本金:1264729.0349999995,,2015-01-21,0.9986978272470147,-0.5526665160583977,6261,84.0,62.5,64.5,61.1,64.7,2015-01-12,2015-02-11,3.200000000000003,2.239999999999998,0.47999999999999543,3.5200000000000045
12,2015-11-15-2015-12-11 報酬率:1.12% 本金:1276594.3149999995,,2015-01-22,1.0214669885712848,0.0,2383,83.0,40.75,43.7,40.7,43.7,2015-01-12,2015-02-11,7.239263803680984,0.1226993865030605,0.736196319018398,7.239263803680989
13,2015-12-11-2016-01-11 報酬率:-0.14% 本金:1274919.3549999995,,2015-01-23,1.018851124675346,-0.2560889314296544,2428,83.0,45.1,46.4,43.9,46.5,2015-01-12,2015-02-11,2.882483370288247,2.6607538802660815,0.11086474501108017,3.104212860310418
14,2016-01-11-2016-02-11 報酬率:4.03% 本金:1321395.3299999996,,2015-01-26,1.0166744463272843,-0.46918229346831763,4935,83.0,43.85,45.0,43.3,46.85,2015-01-12,2015-02-11,2.6225769669327326,1.2542759407069652,0.0,6.841505131128849
15,2016-02-11-2016-03-11 報酬率:8.76% 本金:1424009.9699999995,,2015-01-27,1.0214502961015963,-0.001634166338737586,1104,82.0,26.0,26.65,26.0,27.9,2015-01-12,2015-02-11,2.499999999999991,0.0,0.0,7.307692307692302
16,2016-03-11-2016-04-01 報酬率:0.48% 本金:1430053.4579999994,,2015-01-28,1.020541226809237,-0.09063060993704797,2542,82.0,65.2,65.1,64.3,65.7,2015-01-12,2015-02-11,-0.15337423312884457,1.3803680981595179,0.7668711656441718,0.7668711656441718
17,2016-04-01-2016-04-11 報酬率:0.43% 本金:1435898.6629999995,,2015-01-29,1.0145135963453098,-0.6807260835419271,3264,82.0,27.4,25.9,25.9,27.7,2015-01-12,2015-02-11,-5.474452554744524,5.474452554744526,1.0948905109489078,1.0948905109489078
18,2016-04-11-2016-05-16 報酬率:-3.47% 本金:1390261.2229999995,,2015-01-30,1.0130166680628858,-0.8272729909968413,2367,81.0,13.3,14.2,13.05,14.2,2015-01-12,2015-02-11,6.766917293233066,1.8796992481203008,0.0,6.766917293233071
19,2016-05-16-2016-06-11 報酬率:6.61% 本金:1474566.4849999996,,2015-02-02,1.0088783948666993,-1.2324033811599744,1535,81.0,69.1,66.6,66.5,69.1,2015-01-12,2015-02-11,-3.61794500723589,3.7626628075253175,0.0,0.0
20,2016-06-11-2016-07-11 報酬率:7.59% 本金:1574443.2949999997,,2015-02-03,1.0107376098109,-1.0503891834421242,8249,87.0,25.4,25.4,25.3,26.2,2015-02-11,2015-03-11,0.0,0.39370078740156644,3.1496062992126013,3.1496062992126013
21,2016-07-11-2016-08-15 報酬率:1.0% 本金:1588615.2949999997,,2015-02-04,1.0121955814929362,-0.9076560654511678,8213,85.0,52.4,55.0,52.4,56.0,2015-02-11,2015-03-11,4.961832061068705,0.0,0.7633587786259515,6.870229007633591
22,2016-08-15-2016-09-11 報酬率:-0.69% 本金:1578625.1989999996,,2015-02-05,1.017784367662008,-0.36052275310705095,2010,83.0,11.55,11.65,11.5,11.7,2015-02-11,2015-03-11,0.8658008658008587,0.43290043290043906,0.0,1.2987012987012863
23,2016-09-11-2016-10-11 報酬率:4.84% 本金:1648277.6389999995,,2015-02-06,1.0161738660733346,-0.5181883073239302,8182,83.0,18.6,18.25,18.05,19.15,2015-02-11,2015-03-11,-1.8817204301075363,2.9569892473118315,2.9569892473118125,2.9569892473118125
24,2016-10-11-2016-11-15 報酬率:-5.34% 本金:1570124.0689999994,,2015-02-09,1.0076539958113224,-1.3522701090206035,3105,83.0,34.35,41.0,33.75,41.0,2015-02-11,2015-03-11,19.359534206695784,1.7467248908296984,0.0,19.359534206695773
25,2016-11-15-2016-12-11 報酬率:6.93% 本金:1671683.2189999993,,2015-02-10,1.0075515571003446,-1.362298696544617,2428,83.0,46.4,47.45,45.9,48.1,2015-02-11,2015-03-11,2.2629310344827624,1.0775862068965518,0.0,3.663793103448282
26,2016-12-11-2017-01-11 報酬率:0.81% 本金:1684055.5639999993,,2015-02-11,1.0077772740476538,-1.3402013649778999,2383,83.0,43.7,49.7,43.7,49.7,2015-02-11,2015-03-11,13.729977116704806,0.0,0.4576659038901504,13.729977116704806
27,2017-01-11-2017-02-11 報酬率:7.18% 本金:1795650.7139999995,,2015-02-12,1.0075481507026405,-1.3626321774835248,6261,83.0,64.5,68.4,64.5,68.4,2015-02-11,2015-03-11,6.046511627906992,0.0,0.0,6.046511627906986
28,2017-02-11-2017-03-11 報酬率:2.69% 本金:1839804.3739999994,,2015-02-13,1.004777294302114,-1.6338946295772594,2449,82.0,26.6,29.3,26.45,29.6,2015-02-11,2015-03-11,10.15037593984962,0.5639097744360981,0.0,11.278195488721805
29,2017-03-11-2017-04-01 報酬率:1.86% 本金:1871331.3739999994,,2015-02-24,1.0272140252036008,0.0,8021,81.0,27.85,29.9,27.65,30.15,2015-02-11,2015-03-11,7.360861759425474,0.7181328545781072,0.0,8.258527827648104
30,2017-04-01-2017-04-11 報酬率:1.72% 本金:1900976.4339999997,,2015-02-25,1.0311399184591012,0.0,2915,86.0,65.2,67.7,65.2,68.5,2015-03-11,2015-04-01,3.834355828220848,0.0,0.0,5.06134969325153
31,2017-04-11-2017-05-16 報酬率:0.22% 本金:1904699.4939999997,,2015-02-26,1.0336986220936608,0.0,9943,85.0,41.2,42.85,41.2,44.2,2015-03-11,2015-04-01,4.0048543689320315,0.0,0.0,7.281553398058252
32,2017-05-16-2017-06-11 報酬率:2.94% 本金:1952886.0939999998,,2015-03-02,1.0298769000998684,-0.36971336829798584,2542,82.0,66.0,74.2,66.0,74.2,2015-03-11,2015-04-01,12.424242424242426,0.0,1.666666666666658,12.424242424242427
33,2017-06-11-2017-07-11 報酬率:-0.87% 本金:1938296.9769999997,,2015-03-03,1.041249332539981,0.0,1535,81.0,69.0,76.3,69.0,77.5,2015-03-11,2015-04-01,10.579710144927535,0.0,0.0,12.318840579710146
34,2017-07-11-2017-08-15 報酬率:0.52% 本金:1947052.997,,2015-03-04,1.041901582334477,0.0,3105,81.0,41.0,40.8,38.2,43.5,2015-03-11,2015-04-01,-0.487804878048792,6.8292682926829205,0.0,6.097560975609756
35,2017-08-15-2017-09-11 報酬率:14.74% 本金:2215792.677,,2015-03-05,1.056553156369162,0.0,2455,81.0,38.7,38.1,36.9,40.7,2015-03-11,2015-04-01,-1.5503875968992276,4.6511627906976845,0.0,5.167958656330749
36,2017-09-11-2017-10-11 報酬率:-0.91% 本金:2197741.9170000004,,2015-03-06,1.0611672366872764,0.0,2908,79.0,20.35,20.8,20.35,21.0,2015-03-11,2015-04-01,2.211302211302213,0.0,0.0,3.194103194103187
37,2017-10-11-2017-11-15 報酬率:-1.22% 本金:2173871.3970000003,,2015-03-09,1.0585560561217673,-0.24606682860476292,3264,78.0,27.9,30.35,27.8,30.7,2015-03-11,2015-04-01,8.781362007168457,0.35842293906809275,0.0,10.035842293906812
38,2017-11-15-2017-12-11 報酬率:3.3% 本金:2237848.4970000004,,2015-03-10,1.0696330146486484,0.0,2428,78.0,47.45,45.8,45.5,48.4,2015-03-11,2015-04-01,-3.4773445732349972,4.109589041095896,2.002107481559527,2.002107481559527
39,2017-12-11-2018-01-11 報酬率:6.32% 本金:2362956.0570000005,,2015-03-11,1.0711222273772711,0.0,2409,77.0,15.15,15.75,15.15,16.35,2015-03-11,2015-04-01,3.960396039603964,0.0,7.920792079207928,7.920792079207928
40,2018-01-11-2018-02-11 報酬率:-7.7% 本金:2196624.5070000007,,2015-03-12,1.0691175088297538,-0.18716057759590177,9943,83.0,42.85,43.55,42.85,43.9,2015-04-01,2015-04-10,1.6336056009334854,0.0,1.1668611435239207,2.4504084014002268
41,2018-02-11-2018-03-11 報酬率:7.77% 本金:2354130.177000001,,2015-03-13,1.0813077143075573,0.0,3005,82.0,19.2,19.05,19.05,19.7,2015-04-01,2015-04-10,-0.7812499999999889,0.7812499999999927,2.604166666666667,2.604166666666667
42,2018-03-11-2018-04-01 報酬率:3.04% 本金:2421194.097000001,,2015-03-16,1.0959188298963216,0.0,2548,81.0,63.5,67.0,63.5,67.6,2015-04-01,2015-04-10,5.5118110236220375,0.0,1.259842519685035,6.456692913385818
43,2018-04-01-2018-04-11 報酬率:-0.71% 本金:2404972.017000001,,2015-03-17,1.0943922960692418,-0.13929259954628126,3607,80.0,73.5,78.9,73.5,80.0,2015-04-01,2015-04-10,7.346938775510203,0.0,0.0,8.843537414965986
44,2018-04-11-2018-05-16 報酬率:-1.62% 本金:2369433.267000001,,2015-03-18,1.0995238899202648,0.0,1532,80.0,30.8,31.65,30.7,31.65,2015-04-01,2015-04-10,2.759740259740262,0.3246753246753293,0.649350649350647,2.7597402597402527
45,2018-05-16-2018-06-11 報酬率:3.09% 本金:2435154.477000001,,2015-03-19,1.1126202209353802,0.0,8131,79.0,23.05,24.1,23.05,25.0,2015-04-01,2015-04-10,4.5553145336225676,0.0,0.0,8.45986984815618
46,2018-06-11-2018-07-11 報酬率:-6.29% 本金:2293170.307000001,,2015-03-20,1.1198788020690105,0.0,1583,79.0,89.4,91.2,88.5,91.3,2015-04-01,2015-04-10,2.0134228187919323,1.0067114093959795,0.0,2.125279642058156
47,2018-07-11-2018-08-15 報酬率:1.9% 本金:2334594.107000001,,2015-03-23,1.113256813926774,-0.5913129286849728,6156,78.0,13.6,13.35,13.35,13.6,2015-04-01,2015-04-10,-1.8382352941176516,1.8382352941176472,0.0,0.0
48,2018-08-15-2018-09-11 報酬率:0.76% 本金:2350987.307000001,,2015-03-24,1.1104210428789112,-0.844534173932554,2303,78.0,15.25,15.25,15.25,15.8,2015-04-01,2015-04-10,0.0,0.0,3.6065573770491848,3.6065573770491848
49,2018-09-11-2018-10-11 報酬率:-8.01% 本金:2174426.882000001,,2015-03-25,1.1042950736136574,-1.3915549099207558,9911,78.0,22.7,22.6,22.35,22.7,2015-04-01,2015-04-10,-0.4405286343612258,1.5418502202643078,0.0,0.0
