,Change Record,Extra Change,Date,Net Worth,mdd,stock_id,mfs_score,buy_price,sell_price,lowest_price,highest_price,buy_date,sell_date,profit(%),MAE,BMFE,GMFE
0,2015-01-01-2015-01-11 報酬率:1.19% 本金:1009507.505,每次換手最大報酬 : 20.41%,2015-01-05,1.0,0.0,2904,83.0,26.7,27.0,26.65,27.0,2015-01-05,2015-01-09,1.1235955056179803,0.18726591760299893,0.0,1.1235955056179803
1,2015-01-11-2015-02-11 報酬率:0.25% 本金:1011560.255,每次換手最小報酬 : -13.08%,2015-01-06,0.9940267233554955,-0.5973276644504533,2428,83.0,45.25,45.1,44.35,45.25,2015-01-05,2015-01-09,-0.33149171270717703,1.9889502762430906,0.0,0.0
2,2015-02-11-2015-03-11 報酬率:5.73% 本金:1058987.4649999999,,2015-01-07,1.007550179583915,0.0,5215,82.0,44.8,48.0,43.95,48.0,2015-01-05,2015-01-09,7.14285714285714,1.897321428571416,0.0,7.1428571428571495
3,2015-03-11-2015-04-01 報酬率:4.8% 本金:1096710.665,,2015-01-08,1.007043424349195,-0.05029578129094325,6108,82.0,24.15,24.3,24.0,24.6,2015-01-05,2015-01-09,0.6211180124223725,0.6211180124223544,0.0,1.8633540372670927
4,2015-04-01-2015-04-11 報酬率:4.64% 本金:1135299.225,,2015-01-12,1.0118826730876884,0.0,2542,82.0,63.6,63.6,62.9,63.6,2015-01-05,2015-01-09,0.0,1.1006289308176145,0.0,0.0
5,2015-04-11-2015-05-16 報酬率:-0.83% 本金:1127622.5550000002,,2015-01-13,1.008511817472158,-0.33312712087900653,8249,82.0,25.3,24.4,24.4,25.4,2015-01-05,2015-01-09,-3.5573122529644396,3.5573122529644357,0.395256916996039,0.395256916996039
6,2015-05-16-2015-06-11 報酬率:1.22% 本金:1138869.735,,2015-01-14,1.0077426295932281,-0.40914264119448207,5356,80.0,66.4,65.8,65.3,66.4,2015-01-05,2015-01-09,-0.9036144578313365,1.656626506024109,0.0,0.0
7,2015-06-11-2015-07-11 報酬率:0.87% 本金:1147734.165,,2015-01-15,1.0092606121680885,-0.2591269708768551,2387,80.0,21.1,22.4,21.1,22.95,2015-01-05,2015-01-09,6.16113744075828,0.0,0.0,8.76777251184833
8,2015-07-11-2015-08-15 報酬率:-5.78% 本金:1089848.043,,2015-01-16,0.9980010404959676,-1.3718618730136023,6210,80.0,45.65,45.85,45.3,45.85,2015-01-05,2015-01-09,0.4381161007667167,0.7667031763417337,0.0,0.4381161007667094
9,2015-08-15-2015-09-11 報酬率:3.59% 本金:1124450.2580000001,,2015-01-19,0.9905903675049472,-2.1042267200573006,6108,87.0,23.9,22.25,22.25,24.0,2015-01-12,2015-02-11,-6.903765690376562,6.903765690376564,0.41841004184101016,0.41841004184101016
