,Change Record,Extra Change,Date,Net Worth,mdd,stock_id,mfs_score,buy_price,sell_price,lowest_price,highest_price,buy_date,sell_date,profit(%),MAE,BMFE,GMFE
0,2015-01-01-2015-01-11 報酬率:0.69% 本金:30205134.929999996,每次換手最大報酬 : 18.04%,2015-01-05,1.0,0.0,2542,82.0,63.6,63.6,62.9,63.6,2015-01-05,2015-01-09,0.0,1.1006289308176145,0.0,0.0
1,2015-01-11-2015-02-11 報酬率:1.87% 本金:30766196.639999993,每次換手最小報酬 : -18.59%,2015-01-06,0.9917240092299651,-0.8275990770034936,8213,80.0,53.2,52.0,51.7,53.2,2015-01-05,2015-01-09,-2.2556390977443663,2.819548872180451,0.0,0.0
2,2015-02-11-2015-03-11 報酬率:8.46% 本金:33349889.099999994,,2015-01-07,1.0053221905541112,0.0,5356,80.0,66.4,65.8,65.3,66.4,2015-01-05,2015-01-09,-0.9036144578313365,1.656626506024109,0.0,0.0
3,2015-03-11-2015-04-01 報酬率:2.19% 本金:34075909.13999999,,2015-01-08,1.0027953407472205,-0.2513472626619273,6220,80.0,18.95,18.65,18.55,19.0,2015-01-05,2015-01-09,-1.58311345646438,2.110817941952499,0.2638522427440671,0.2638522427440671
4,2015-04-01-2015-04-11 報酬率:-0.06% 本金:34055581.70999999,,2015-01-12,1.0068726369519903,0.0,2387,80.0,21.1,22.4,21.1,22.95,2015-01-05,2015-01-09,6.16113744075828,0.0,0.0,8.76777251184833
5,2015-04-11-2015-05-16 報酬率:-0.34% 本金:33940357.716,,2015-01-13,1.0060980710957863,-0.07692788817349472,3264,79.0,26.75,27.2,26.25,27.2,2015-01-05,2015-01-09,1.6822429906542036,1.8691588785046727,0.0,1.682242990654203
6,2015-05-16-2015-06-11 報酬率:3.36% 本金:35066318.244,,2015-01-14,1.009415142035376,0.0,6261,79.0,61.6,62.0,61.1,62.0,2015-01-05,2015-01-09,0.6493506493506551,0.8116883116883116,0.0,0.649350649350647
7,2015-06-11-2015-07-11 報酬率:-0.8% 本金:34787759.044,,2015-01-15,1.0134114002456984,0.0,4915,79.0,39.0,38.95,37.8,39.1,2015-01-05,2015-01-09,-0.12820512820511665,3.076923076923084,0.0,0.25641025641026005
8,2015-07-11-2015-08-15 報酬率:-10.31% 本金:31220430.998,,2015-01-16,1.0012481865951215,-1.2002246716020792,2449,78.0,26.15,27.0,26.1,27.05,2015-01-05,2015-01-09,3.250478011472291,0.19120458891012299,0.0,3.4416826003824177
9,2015-08-15-2015-09-11 報酬率:3.27% 本金:32231413.628,,2015-01-19,0.9958045914852556,-1.7373801751365825,8150,78.0,42.3,42.3,41.65,42.3,2015-01-05,2015-01-09,0.0,1.5366430260047248,0.0,0.0
10,2015-09-11-2015-10-11 報酬率:3.24% 本金:33269757.487999998,,2015-01-20,1.0191976520663326,0.0,6261,84.0,62.5,64.5,61.1,64.7,2015-01-12,2015-02-11,3.200000000000003,2.239999999999998,0.47999999999999543,3.5200000000000045
11,2015-10-11-2015-11-15 報酬率:10.45% 本金:36726256.963,,2015-01-21,1.0240149854594782,0.0,2383,83.0,40.75,43.7,40.7,43.7,2015-01-12,2015-02-11,7.239263803680984,0.1226993865030605,0.736196319018398,7.239263803680989
12,2015-11-15-2015-12-11 報酬率:-0.77% 本金:36445363.272999994,,2015-01-22,1.0420563896256214,0.0,3264,82.0,27.4,25.9,25.9,27.7,2015-01-12,2015-02-11,-5.474452554744524,5.474452554744526,1.0948905109489078,1.0948905109489078
13,2015-12-11-2016-01-11 報酬率:-3.16% 本金:35299160.17299999,,2015-01-23,1.0342402975763125,-0.7500642121792467,2542,82.0,65.2,65.1,64.3,65.7,2015-01-12,2015-02-11,-0.15337423312884457,1.3803680981595179,0.7668711656441718,0.7668711656441718
14,2016-01-11-2016-02-11 報酬率:4.18% 本金:36763986.833,,2015-01-26,1.0337704870173137,-0.7951491580301728,2367,81.0,13.3,14.2,13.05,14.2,2015-01-12,2015-02-11,6.766917293233066,1.8796992481203008,0.0,6.766917293233071
15,2016-02-11-2016-03-11 報酬率:10.34% 本金:40535465.64299999,,2015-01-27,1.0332992630451738,-0.840369740796254,4915,80.0,38.8,43.25,38.45,44.65,2015-01-12,2015-02-11,11.469072164948457,0.9020618556700885,0.0,15.077319587628871
16,2016-03-11-2016-04-01 報酬率:-0.07% 本金:40507209.23299999,,2015-01-28,1.037622567588667,-0.4254877261054335,6220,80.0,18.7,17.45,17.4,19.0,2015-01-12,2015-02-11,-6.68449197860963,6.9518716577540145,1.6042780748663141,1.6042780748663141
17,2016-04-01-2016-04-11 報酬率:1.47% 本金:41099453.12299999,,2015-01-29,1.027214980881821,-1.42424238184774,1527,80.0,44.0,43.3,42.95,44.9,2015-01-12,2015-02-11,-1.5909090909090984,2.38636363636363,0.0,2.0454545454545423
18,2016-04-11-2016-05-16 報酬率:-6.41% 本金:38482083.462999985,,2015-01-30,1.0248845703895284,-1.64787811936572,5371,79.0,42.3,45.7,42.0,47.05,2015-01-12,2015-02-11,8.037825059101667,0.7092198581560216,0.7092198581560385,11.229314420803783
