,Change Record,Extra Change,Date,Net Worth,mdd,stock_id,mfs_score,buy_price,sell_price,lowest_price,highest_price,buy_date,sell_date,profit(%),MAE,BMFE,GMFE
0,2015-01-01-2015-01-11 報酬率:-0.18% 本金:7985916.89,每次換手最大報酬 : 18.29%,2015-01-05,1.0,0.0,8249,82.0,25.3,24.4,24.4,25.4,2015-01-05,2015-01-09,-3.5573122529644396,3.5573122529644357,0.395256916996039,0.395256916996039
1,2015-01-11-2015-02-11 報酬率:1.5% 本金:8102329.639999999,每次換手最小報酬 : -15.32%,2015-01-06,0.9918029981539098,-0.819700184609018,2542,82.0,63.6,63.6,62.9,63.6,2015-01-05,2015-01-09,0.0,1.1006289308176145,0.0,0.0
2,2015-02-11-2015-03-11 報酬率:6.72% 本金:8635302.919999998,,2015-01-07,1.0044810233310324,0.0,6108,82.0,24.15,24.3,24.0,24.6,2015-01-05,2015-01-09,0.6211180124223725,0.6211180124223544,0.0,1.8633540372670927
3,2015-03-11-2015-04-01 報酬率:4.03% 本金:8974530.184999999,,2015-01-08,1.0032594494855833,-0.1216124363801474,5356,80.0,66.4,65.8,65.3,66.4,2015-01-05,2015-01-09,-0.9036144578313365,1.656626506024109,0.0,0.0
4,2015-04-01-2015-04-11 報酬率:2.17% 本金:9164848.95,,2015-01-12,0.9981702715389872,-0.6282599317922077,6220,80.0,18.95,18.65,18.55,19.0,2015-01-05,2015-01-09,-1.58311345646438,2.110817941952499,0.2638522427440671,0.2638522427440671
5,2015-04-11-2015-05-16 報酬率:-1.67% 本金:9014548.615999999,,2015-01-13,0.9959435204614041,-0.8499416784715774,2387,80.0,21.1,22.4,21.1,22.95,2015-01-05,2015-01-09,6.16113744075828,0.0,0.0,8.76777251184833
6,2015-05-16-2015-06-11 報酬率:3.1% 本金:9287052.565999998,,2015-01-14,0.9989138686205672,-0.5542319447711996,5514,80.0,21.3,21.45,20.95,21.6,2015-01-05,2015-01-09,0.7042253521126751,1.6431924882629174,0.0,1.4084507042253553
7,2015-06-11-2015-07-11 報酬率:0.29% 本金:9313525.940999998,,2015-01-15,1.0036951869267838,-0.07823307618520792,8213,80.0,53.2,52.0,51.7,53.2,2015-01-05,2015-01-09,-2.2556390977443663,2.819548872180451,0.0,0.0
8,2015-07-11-2015-08-15 報酬率:-6.84% 本金:8686691.240999999,,2015-01-16,0.9938228858874834,-1.0610591137107606,4915,79.0,39.0,38.95,37.8,39.1,2015-01-05,2015-01-09,-0.12820512820511665,3.076923076923084,0.0,0.25641025641026005
9,2015-08-15-2015-09-11 報酬率:3.22% 本金:8957108.451,,2015-01-19,0.9830440942030227,-2.1341298272535947,2351,79.0,39.4,39.05,39.05,39.4,2015-01-05,2015-01-09,-0.8883248730964466,0.8883248730964504,0.0,0.0
