,Change Record,Extra Change,Date,Net Worth,mdd,stock_id,mfs_score,buy_price,sell_price,lowest_price,highest_price,buy_date,sell_date,profit(%),MAE,BMFE,GMFE
0,2023-01-01-2023-01-11 報酬率:1.94% 本金:30567663.400000002,每次換手最大報酬 : 13.19%,2023-01-03,1.0,0.0,3022,86.0,72.1,70.0,70.0,73.8,2023-01-03,2023-01-11,-2.9126213592232886,2.9126213592232935,2.357836338418867,2.357836338418867
1,2023-01-11-2023-02-11 報酬率:5.97% 本金:32369606.410000004,每次換手最小報酬 : -6.31%,2023-01-04,0.9982673715244061,-0.1732628475593856,8049,84.0,29.95,32.0,29.95,32.0,2023-01-03,2023-01-11,6.844741235392315,0.0,1.1686143572621082,6.844741235392323
2,2023-02-11-2023-03-11 報酬率:-1.14% 本金:32013226.450000007,,2023-01-05,0.9926134833880429,-0.7386516611957106,1795,80.0,250.5,240.5,239.5,250.5,2023-01-03,2023-01-11,-3.9920159680638667,4.39121756487026,0.0,0.0
3,2023-03-11-2023-04-01 報酬率:7.04% 本金:34252981.33000001,,2023-01-06,1.008158219777189,0.0,6121,80.0,288.0,294.5,284.5,294.5,2023-01-03,2023-01-11,2.256944444444442,1.215277777777778,0.0,2.256944444444444
4,2023-04-01-2023-04-11 報酬率:1.22% 本金:34667767.91000001,,2023-01-09,1.0231977117703763,0.0,2303,80.0,41.4,45.15,41.05,45.15,2023-01-03,2023-01-11,9.05797101449275,0.8454106280193271,0.0,9.057971014492754
5,2023-04-11-2023-05-16 報酬率:2.33% 本金:35467598.66000001,,2023-01-10,1.0237911921829006,0.0,3264,80.0,49.6,50.5,49.5,50.9,2023-01-03,2023-01-11,1.814516129032251,0.2016129032258093,0.0,2.620967741935478
6,2023-05-16-2023-06-11 報酬率:13.19% 本金:40072834.400000006,,2023-01-11,1.0193505708462844,-0.43374287359788655,1319,80.0,42.85,43.1,42.3,43.4,2023-01-03,2023-01-11,0.5834305717619559,1.2835472578763225,0.7001166861143457,1.283547257876306
7,2023-06-11-2023-07-11 報酬率:0.73% 本金:40360692.38000001,,2023-01-12,1.0106256206145052,-1.285962574099131,2359,78.0,27.2,26.3,26.3,28.0,2023-01-03,2023-01-11,-3.308823529411764,3.30882352941176,2.941176470588238,2.941176470588238
8,2023-07-11-2023-08-15 報酬率:-0.21% 本金:40277273.66000001,,2023-01-13,1.007624031554441,-1.5791462899762299,2330,78.0,453.0,484.5,449.5,486.0,2023-01-03,2023-01-11,6.9536423841059625,0.772626931567329,0.0,7.28476821192053
9,2023-08-15-2023-09-11 報酬率:3.01% 本金:41480257.78500001,,2023-01-16,1.0201909215015676,-0.35166064221128224,8069,78.0,170.5,174.0,165.0,174.0,2023-01-03,2023-01-11,2.052785923753664,3.225806451612903,0.0,2.0527859237536656
