,Change Record,Extra Change,Date,Net Worth,mdd,stock_id,mfs_score,buy_price,sell_price,lowest_price,highest_price,buy_date,sell_date,profit(%),MAE,BMFE,GMFE
0,2015-01-01-2015-01-11 報酬率:-0.2% 本金:998351.5,每次換手最大報酬 : 16.24%,2015-01-05,1.0,0.0,2428,83.0,45.25,45.1,44.35,45.25,2015-01-05,2015-01-09,-0.33149171270717703,100.99447513812154,0.0,0.0
1,2015-01-11-2015-02-11 報酬率:0.91% 本金:1005652.43,每次換手最小報酬 : -14.03%,2015-01-06,0.9928909709545899,-0.7109029045410109,6108,82.0,24.15,24.3,24.0,24.6,2015-01-05,2015-01-09,0.6211180124223725,99.37888198757763,0.0,0.0
2,2015-02-11-2015-03-11 報酬率:6.29% 本金:1056739.81,,2015-01-07,1.0039993687057314,0.0,2542,82.0,63.6,63.6,62.9,63.6,2015-01-05,2015-01-09,0.0,100.9433962264151,0.0,0.0
3,2015-03-11-2015-04-01 報酬率:4.03% 本金:1090033.655,,2015-01-08,1.0026715475164658,-0.13225318965860433,8249,82.0,25.3,24.4,24.4,25.4,2015-01-05,2015-01-09,-3.5573122529644396,103.55731225296442,0.0,0.0
4,2015-04-01-2015-04-11 報酬率:2.37% 本金:1110625.4,,2015-01-12,0.9979669849544852,-0.6008354127774562,2387,80.0,21.1,22.4,21.1,22.95,2015-01-05,2015-01-09,6.16113744075828,94.54976303317537,4.028436018957335,4.028436018957335
5,2015-04-11-2015-05-16 報酬率:-0.3% 本金:1107782.0,,2015-01-13,0.9969644811928953,-0.7006864478316222,5514,80.0,21.3,21.45,20.95,21.6,2015-01-05,2015-01-09,0.7042253521126751,99.29577464788734,0.0,0.0
6,2015-05-16-2015-06-11 報酬率:2.57% 本金:1133040.2170000002,,2015-01-14,1.0017569730834257,-0.2233463179559969,5356,80.0,66.4,65.8,65.3,66.4,2015-01-05,2015-01-09,-0.9036144578313365,101.65662650602411,0.0,0.0
7,2015-06-11-2015-07-11 報酬率:0.29% 本金:1135914.5520000001,,2015-01-15,1.001692605222111,-0.22975746355240467,8213,80.0,53.2,52.0,51.7,53.2,2015-01-05,2015-01-09,-2.2556390977443663,102.81954887218046,0.0,0.0
8,2015-07-11-2015-08-15 報酬率:-3.05% 本金:1105861.682,,2015-01-16,0.9913070020860365,-1.2641807370911806,6220,80.0,18.95,18.65,18.55,19.0,2015-01-05,2015-01-09,-1.58311345646438,102.11081794195249,0.2638522427440671,0.2638522427440671
9,2015-08-15-2015-09-11 報酬率:3.02% 本金:1134338.7719999999,,2015-01-19,0.9830507773639802,-2.086514393804484,2351,79.0,39.4,39.05,39.05,39.4,2015-01-05,2015-01-09,-0.8883248730964466,100.88832487309645,0.0,0.0
10,2015-09-11-2015-10-11 報酬率:6.8% 本金:1202004.892,,2015-01-20,0.9948804598905967,-0.9082584212069755,6108,87.0,23.9,22.25,22.25,24.0,2015-01-12,2015-02-11,-6.903765690376562,106.90376569037656,0.0,0.0
11,2015-10-11-2015-11-15 報酬率:9.96% 本金:1308926.488,,2015-01-21,0.9979377297848565,-0.6037492761264418,6261,84.0,62.5,64.5,61.1,64.7,2015-01-12,2015-02-11,3.200000000000003,102.24,0.47999999999999543,0.47999999999999543
12,2015-11-15-2015-12-11 報酬率:1.12% 本金:1321331.048,,2015-01-22,1.0206895617615843,0.0,2383,83.0,40.75,43.7,40.7,43.7,2015-01-12,2015-02-11,7.239263803680984,100.12269938650307,0.736196319018398,0.736196319018398
13,2015-12-11-2016-01-11 報酬率:-0.49% 本金:1315475.7929999998,,2015-01-23,1.018075688769655,-0.2560889314296655,4935,83.0,43.85,45.0,43.3,46.85,2015-01-12,2015-02-11,2.6225769669327326,101.25427594070698,0.0,0.0
14,2016-01-11-2016-02-11 報酬率:4.03% 本金:1363575.8579999998,,2015-01-26,1.0159006670665196,-0.46918229346831763,2428,83.0,45.1,46.4,43.9,46.5,2015-01-12,2015-02-11,2.882483370288247,102.66075388026607,0.0,0.0
15,2016-02-11-2016-03-11 報酬率:8.3% 本金:1467881.9579999996,,2015-01-27,1.0206728819963427,-0.0016341663387708927,3264,82.0,27.4,25.9,25.9,27.7,2015-01-12,2015-02-11,-5.474452554744524,105.47445255474453,0.18248175182482013,0.18248175182482013
16,2016-03-11-2016-04-01 報酬率:0.24% 本金:1471016.1419999995,,2015-01-28,1.0197645045861958,-0.09063060993707017,1104,82.0,26.0,26.65,26.0,27.9,2015-01-12,2015-02-11,2.499999999999991,97.50000000000001,1.538461538461533,1.538461538461533
17,2016-04-01-2016-04-11 報酬率:0.43% 本金:1476966.6969999995,,2015-01-29,1.0137414616826836,-0.6807260835419049,2542,82.0,65.2,65.1,64.3,65.7,2015-01-12,2015-02-11,-0.15337423312884457,101.38036809815951,0.0,0.0
18,2016-04-11-2016-05-16 報酬率:-1.39% 本金:1458078.6819999993,,2015-01-30,1.0122456726952067,-0.8272729909968413,2367,81.0,13.3,14.2,13.05,14.2,2015-01-12,2015-02-11,6.766917293233066,101.8796992481203,0.0,0.0
19,2016-05-16-2016-06-11 報酬率:6.85% 本金:1545481.2569999993,,2015-02-02,1.0081105490912876,-1.2324033811599744,1535,81.0,69.1,66.6,66.5,69.1,2015-01-12,2015-02-11,-3.61794500723589,103.7626628075253,0.0,0.0
20,2016-06-11-2016-07-11 報酬率:7.59% 本金:1645358.0669999993,,2015-02-03,1.009968349008318,-1.050389183442102,8249,87.0,25.4,25.4,25.3,26.2,2015-02-11,2015-03-11,0.0,100.39370078740157,0.39370078740158043,0.39370078740158043
21,2016-07-11-2016-08-15 報酬率:1.0% 本金:1660034.0669999993,,2015-02-04,1.0114252110448285,-0.9076560654511567,8213,85.0,52.4,55.0,52.4,56.0,2015-02-11,2015-03-11,4.961832061068705,99.80916030534351,0.7633587786259515,0.7633587786259515
22,2016-08-15-2016-09-11 報酬率:0.79% 本金:1672024.6869999995,,2015-02-05,1.0170097436528451,-0.36052275310705095,2428,83.0,46.4,47.45,45.9,48.1,2015-02-11,2015-03-11,2.2629310344827624,101.07758620689656,0.0,0.0
23,2016-09-11-2016-10-11 報酬率:4.84% 本金:1744307.6669999994,,2015-02-06,1.0154004677984598,-0.5181883073239413,8182,83.0,18.6,18.25,18.05,19.15,2015-02-11,2015-03-11,-1.8817204301075363,102.95698924731182,0.5376344086021391,0.5376344086021391
24,2016-10-11-2016-11-15 報酬率:-3.08% 本金:1697426.9869999993,,2015-02-09,1.0068870819119893,-1.3522701090205813,2010,83.0,11.55,11.65,11.5,11.7,2015-02-11,2015-03-11,0.8658008658008587,100.0,0.0,0.0
25,2016-11-15-2016-12-11 報酬率:6.06% 本金:1792059.9469999992,,2015-02-10,1.0067847211659393,-1.362298696544617,3105,83.0,34.35,41.0,33.75,41.0,2015-02-11,2015-03-11,19.359534206695784,101.7467248908297,0.0,0.0
26,2016-12-11-2017-01-11 報酬率:1.7% 本金:1820749.996999999,,2015-02-11,1.0070102663226688,-1.3402013649778888,6261,83.0,64.5,68.4,64.5,68.4,2015-02-11,2015-03-11,6.046511627906992,98.91472868217053,0.6201550387596988,0.6201550387596988
27,2017-01-11-2017-02-11 報酬率:5.87% 本金:1916052.381999999,,2015-02-12,1.0067813173608056,-1.3626321774835137,2383,83.0,43.7,49.7,43.7,49.7,2015-02-11,2015-03-11,13.729977116704806,99.77116704805493,0.4576659038901504,0.4576659038901504
28,2017-02-11-2017-03-11 報酬率:2.69% 本金:1964900.091999999,,2015-02-13,1.0040125698273061,-1.6338946295772594,2449,82.0,26.6,29.3,26.45,29.6,2015-02-11,2015-03-11,10.15037593984962,100.5639097744361,0.0,0.0
29,2017-03-11-2017-04-01 報酬率:0.59% 本金:1975842.821999999,,2015-02-24,1.0264322243902329,0.0,8021,81.0,27.85,29.9,27.65,30.15,2015-02-11,2015-03-11,7.360861759425474,100.35906642728905,0.0,0.0
30,2017-04-01-2017-04-11 報酬率:1.72% 本金:2007170.0419999992,,2015-02-25,1.030355129693403,0.0,2915,86.0,65.2,67.7,65.2,68.5,2015-03-11,2015-04-01,3.834355828220848,98.77300613496934,0.30674846625767305,0.30674846625767305
31,2017-04-11-2017-05-16 報酬率:-0.54% 本金:1997658.4819999994,,2015-02-26,1.0329118859279725,0.0,9943,85.0,41.2,42.85,41.2,44.2,2015-03-11,2015-04-01,4.0048543689320315,97.57281553398059,0.7281553398058184,0.7281553398058184
32,2017-05-16-2017-06-11 報酬率:2.96% 本金:2053130.3619999995,,2015-03-02,1.029093072602958,-0.36971336829798584,2542,82.0,66.0,74.2,66.0,74.2,2015-03-11,2015-04-01,12.424242424242426,99.0909090909091,1.666666666666658,1.666666666666658
33,2017-06-11-2017-07-11 報酬率:-1.64% 本金:2021448.8419999995,,2015-03-03,1.0404568496151716,0.0,1535,81.0,69.0,76.3,69.0,77.5,2015-03-11,2015-04-01,10.579710144927535,99.27536231884058,0.14492753623187582,0.14492753623187582
34,2017-07-11-2017-08-15 報酬率:0.52% 本金:2030512.8579999995,,2015-03-04,1.0411086029898298,0.0,3105,81.0,41.0,40.8,38.2,43.5,2015-03-11,2015-04-01,-0.487804878048792,104.8780487804878,0.0,0.0
35,2017-08-15-2017-09-11 報酬率:11.56% 本金:2238615.977999999,,2015-03-05,1.055749025879557,0.0,2455,81.0,38.7,38.1,36.9,40.7,2015-03-11,2015-04-01,-1.5503875968992276,101.55038759689923,0.0,0.0
36,2017-09-11-2017-10-11 報酬率:0.01% 本金:2238811.742999999,,2015-03-06,1.060359594474061,0.0,2908,79.0,20.35,20.8,20.35,21.0,2015-03-11,2015-04-01,2.211302211302213,99.26289926289927,0.24570024570023172,0.24570024570023172
37,2017-10-11-2017-11-15 報酬率:-1.22% 本金:2214789.942999999,,2015-03-09,1.057750401248132,-0.24606682860478513,3264,78.0,27.9,30.35,27.8,30.7,2015-03-11,2015-04-01,8.781362007168457,97.31182795698925,0.0,0.0
38,2017-11-15-2017-12-11 報酬率:3.52% 本金:2286742.262999999,,2015-03-10,1.0688189292289214,0.0,2428,78.0,47.45,45.8,45.5,48.4,2015-03-11,2015-04-01,-3.4773445732349972,104.1095890410959,1.2644889357218005,1.2644889357218005
39,2017-12-11-2018-01-11 報酬率:6.32% 本金:2416024.182999999,,2015-03-11,1.0703070085348163,0.0,2409,77.0,15.15,15.75,15.15,16.35,2015-03-11,2015-04-01,3.960396039603964,98.67986798679868,5.610561056105609,5.610561056105609
40,2018-01-11-2018-02-11 報酬率:-7.7% 本金:2241145.632999999,,2015-03-12,1.068303815755593,-0.18716057759590177,9943,83.0,42.85,43.55,42.85,43.9,2015-04-01,2015-04-10,1.6336056009334854,99.18319719953325,1.1668611435239207,1.1668611435239207
41,2018-02-11-2018-03-11 報酬率:7.77% 本金:2398651.3029999994,,2015-03-13,1.0804847434078182,0.0,3005,82.0,19.2,19.05,19.05,19.7,2015-04-01,2015-04-10,-0.7812499999999889,100.78125,0.0,0.0
42,2018-03-11-2018-04-01 報酬率:3.0% 本金:2464600.3029999994,,2015-03-16,1.095084738644084,0.0,2548,81.0,63.5,67.0,63.5,67.6,2015-04-01,2015-04-10,5.5118110236220375,98.89763779527559,1.259842519685035,1.259842519685035
43,2018-04-01-2018-04-11 報酬率:-0.29% 本金:2457951.4729999993,,2015-03-17,1.0935593666443921,-0.13929259954628126,3607,80.0,73.5,78.9,73.5,80.0,2015-04-01,2015-04-10,7.346938775510203,94.421768707483,0.13605442176869975,0.13605442176869975
44,2018-04-11-2018-05-16 報酬率:-1.62% 本金:2421391.312999999,,2015-03-18,1.0986870548981897,0.0,1532,80.0,30.8,31.65,30.7,31.65,2015-04-01,2015-04-10,2.759740259740262,100.32467532467533,0.649350649350647,0.649350649350647
45,2018-05-16-2018-06-11 報酬率:3.09% 本金:2487847.942999999,,2015-03-19,1.1117734184459727,0.0,8131,79.0,23.05,24.1,23.05,25.0,2015-04-01,2015-04-10,4.5553145336225676,95.44468546637744,4.555314533622563,4.555314533622563
46,2018-06-11-2018-07-11 報酬率:-6.68% 本金:2333179.2229999993,,2015-03-20,1.1190264751567516,0.0,1583,79.0,89.4,91.2,88.5,91.3,2015-04-01,2015-04-10,2.0134228187919323,98.76957494407159,0.0,0.0
47,2018-07-11-2018-08-15 報酬率:1.88% 本金:2374493.1629999992,,2015-03-23,1.112409526933742,-0.5913129286849728,2911,78.0,16.5,17.1,16.45,17.1,2015-04-01,2015-04-10,3.6363636363636376,100.30303030303031,0.3030303030303073,0.3030303030303073
48,2018-08-15-2018-09-11 報酬率:0.57% 本金:2386988.7029999993,,2015-03-24,1.1095759141586998,-0.8445341739325651,3376,78.0,82.6,80.5,80.5,84.3,2015-04-01,2015-04-10,-2.5423728813559254,102.54237288135593,1.5738498789346387,1.5738498789346387
49,2018-09-11-2018-10-11 報酬率:-9.76% 本金:2163650.622999999,,2015-03-25,1.1034546072983944,-1.391554909920778,9911,78.0,22.7,22.6,22.35,22.7,2015-04-01,2015-04-10,-0.4405286343612258,101.54185022026432,0.0,0.0
50,2018-10-11-2018-11-15 報酬率:0.34% 本金:2170498.2229999993,,2015-03-26,1.112768755233891,-0.5592110697813513,3005,87.0,19.4,19.55,18.3,19.7,2015-04-13,2015-05-15,0.7731958762886793,105.67010309278348,0.0,0.0
51,2018-11-15-2018-12-11 報酬率:4.48% 本金:2258176.3029999994,,2015-03-27,1.1039570146123983,-1.3466580888751856,3607,85.0,78.2,71.2,71.2,79.3,2015-04-13,2015-05-15,-8.951406649616366,108.95140664961637,0.639386189258312,0.639386189258312
52,2018-12-11-2019-01-11 報酬率:0.79% 本金:2275037.2729999996,,2015-03-30,1.113405606569607,-0.5022998751086027,1532,85.0,32.0,30.1,30.1,32.4,2015-04-13,2015-05-15,-5.937499999999996,105.9375,1.2499999999999956,1.2499999999999956
53,2019-01-11-2019-02-11 報酬率:8.53% 本金:2448413.7879999992,,2015-03-31,1.1260452835988413,0.0,8131,83.0,24.55,24.25,22.9,25.3,2015-04-13,2015-05-15,-1.2219959266802527,106.72097759674135,0.6109979633401164,0.6109979633401164
