,Change Record,Extra Change,Date,Net Worth,stock_id,buy_price,sell_price,lowest_price,highest_price,buy_date,sell_date,profit(%)
845,,,2018-07-19,1.8433584745818663,1909,22.95,25.0,22.95,25.75,2021-10-13,2021-11-15,8.932461873638342
846,,,2018-07-20,1.8323087066539734,2388,38.95,94.5,38.95,99.0,2021-10-13,2021-11-15,142.61874197689343
847,,,2018-07-23,1.833843461590191,2028,35.9,42.45,35.5,43.1,2021-10-13,2021-11-15,18.24512534818943
848,,,2018-07-24,1.853772930914617,1303,88.9,85.9,84.7,89.3,2021-10-13,2021-11-15,-3.374578177727783
849,,,2018-07-25,1.8693701787447026,2344,30.6,30.9,29.7,32.6,2021-11-16,2021-12-10,0.9803921568627416
850,,,2018-07-26,1.8937546458023518,2603,119.5,140.0,117.0,146.0,2021-11-16,2021-12-10,17.154811715481166
851,,,2018-07-27,1.8973406939181952,4961,232.0,265.5,232.0,268.5,2021-11-16,2021-12-10,14.43965517241379
852,,,2018-07-30,1.8880138917169285,2014,34.1,38.5,32.85,39.15,2021-11-16,2021-12-10,12.903225806451601
853,,,2018-07-31,1.8684296372648912,3545,156.0,165.5,156.0,176.5,2021-11-16,2021-12-10,6.08974358974359
854,,,2018-08-01,1.8751178230406818,2636,137.0,140.0,130.0,148.0,2021-11-16,2021-12-10,2.1897810218978186
855,,,2018-08-02,1.84244869972269,2027,45.45,47.0,43.7,47.95,2021-11-16,2021-12-10,3.4103410341034035
856,,,2018-08-03,1.8497783929247322,1308,37.7,36.95,36.45,38.45,2021-11-16,2021-12-10,-1.9893899204244003
857,,,2018-08-06,1.8470104520844386,4989,42.55,46.0,42.55,49.6,2021-11-16,2021-12-10,8.108108108108114
858,,,2018-08-07,1.8550695143006832,1303,85.9,84.4,82.5,86.4,2021-11-16,2021-12-10,-1.74621653084982
859,,,2018-08-08,1.8547338867606549,2603,133.0,134.0,133.0,144.0,2021-12-14,2022-01-11,0.7518796992481258
860,,,2018-08-09,1.848767346092736,4961,259.0,235.0,235.0,290.5,2021-12-14,2022-01-11,-9.26640926640927
861,,,2018-08-10,1.8425481956127008,2014,39.65,38.15,38.15,44.55,2021-12-14,2022-01-11,-3.783102143757877
862,,,2018-08-13,1.8197648207269226,3545,160.5,159.0,159.0,176.5,2021-12-14,2022-01-11,-0.9345794392523366
863,,,2018-08-14,1.837980548276997,6177,29.9,30.2,29.9,30.45,2021-12-14,2022-01-11,1.0033444816053505
864,,,2018-08-15,1.8286778038946983,2636,133.0,129.0,129.0,139.5,2021-12-14,2022-01-11,-3.007518796992481
865,,,2018-08-16,1.8286778038946983,1308,36.1,35.9,35.7,37.3,2021-12-14,2022-01-11,-0.5540166204986208
866,,,2018-08-17,1.795972695715907,2012,30.65,29.95,29.95,32.05,2021-12-14,2022-01-11,-2.2838499184339334
867,,,2018-08-20,1.8077123009183482,2030,29.85,27.8,27.8,31.5,2021-12-14,2022-01-11,-6.867671691792299
868,,,2018-08-21,1.822425196887424,8016,289.5,297.0,289.5,332.0,2021-12-14,2022-01-11,2.590673575129543
869,,,2018-08-22,1.8131161669349956,1531,16.05,15.5,15.1,16.05,2022-01-12,2022-02-11,-3.4267912772585674
870,,,2018-08-23,1.8068034589076651,2603,128.5,131.5,110.0,132.0,2022-01-12,2022-02-11,2.3346303501945442
871,,,2018-08-24,1.7865971963894747,2636,127.5,125.5,110.5,127.5,2022-01-12,2022-02-11,-1.5686274509803977
872,,,2018-08-27,1.8451308494871022,1535,40.6,40.55,39.3,40.6,2022-01-12,2022-02-11,-0.12315270935961964
873,,,2018-08-28,1.8486254749733153,2030,28.0,29.5,27.4,29.6,2022-01-12,2022-02-11,5.35714285714286
874,,,2018-08-29,1.8597499890161713,2637,78.0,83.0,73.1,84.0,2022-01-12,2022-02-11,6.41025641025641
875,,,2018-08-30,1.8719584672196672,2069,32.8,33.5,31.2,33.55,2022-01-12,2022-02-11,2.1341463414634276
876,,,2018-08-31,1.8676573064415058,2612,53.0,52.2,47.8,53.0,2022-01-12,2022-02-11,-1.5094339622641506
877,,,2018-09-03,1.7938751421887102,1475,61.0,70.0,53.5,70.0,2022-01-12,2022-02-11,14.754098360655732
878,,,2018-09-04,1.8229986959488513,3189,201.0,221.5,198.0,224.5,2022-01-12,2022-02-11,10.199004975124382
879,,,2018-09-05,1.798414178205145,1531,15.45,15.15,14.85,15.5,2022-02-14,2022-03-11,-1.941747572815522
880,,,2018-09-06,1.7861602949889555,2603,130.0,160.0,130.0,160.5,2022-02-14,2022-03-11,23.076923076923084
881,,,2018-09-07,1.7182387965466932,2636,125.5,140.0,124.0,153.0,2022-02-14,2022-03-11,11.553784860557759
882,,,2018-09-10,1.7230725782092207,2030,28.85,33.8,28.3,34.25,2022-02-14,2022-03-11,17.157712305025985
883,,,2018-09-11,1.720661960565456,1452,23.3,24.65,23.3,24.65,2022-02-14,2022-03-11,5.793991416309008
884,,,2018-09-12,1.720661960565456,2637,83.2,99.5,83.2,99.5,2022-02-14,2022-03-11,19.591346153846146
885,,,2018-09-13,1.7360225342459599,2612,51.3,56.0,49.5,57.2,2022-02-14,2022-03-11,9.161793372319703
886,,,2018-09-14,1.7640037408706768,2069,32.5,35.2,32.2,35.9,2022-02-14,2022-03-11,8.307692307692328
887,,,2018-09-17,1.7657456539725103,2548,90.3,90.7,89.8,92.8,2022-02-14,2022-03-11,0.44296788482836025
888,,,2018-09-18,1.746896180520209,8112,49.65,52.6,49.65,54.7,2022-02-14,2022-03-11,5.941591137965774
889,,,2018-09-19,1.7558395129056819,2603,164.5,138.5,132.5,164.5,2022-03-14,2022-04-01,-15.805471124620063
890,,,2018-09-20,1.7420540385469931,2634,29.3,29.35,29.0,29.85,2022-03-14,2022-04-01,0.17064846416381396
891,,,2018-09-21,1.7533480988666534,2303,52.5,52.9,50.4,54.5,2022-03-14,2022-04-01,0.7619047619047636
892,,,2018-09-25,1.7769112427939247,3035,286.0,312.0,255.0,322.5,2022-03-14,2022-04-01,9.090909090909083
893,,,2018-09-26,1.756196914992824,3305,71.1,76.1,68.7,81.5,2022-03-14,2022-04-01,7.032348804500699
894,,,2018-09-27,1.7504502455307005,1708,48.4,57.8,43.05,62.9,2022-03-14,2022-04-01,19.421487603305778
895,,,2018-09-28,1.7454356393462263,3583,85.7,89.2,83.1,93.7,2022-03-14,2022-04-01,4.0840140023337135
896,,,2018-10-01,1.7496744933478245,9802,109.0,126.0,107.0,126.0,2022-03-14,2022-04-01,15.596330275229352
897,,,2018-10-02,1.7473995955710138,6235,31.7,38.25,31.2,40.3,2022-03-14,2022-04-01,20.66246056782335
898,,,2018-10-03,1.7378134243029775,2603,133.5,136.0,128.5,136.0,2022-04-06,2022-04-11,1.8726591760299671
899,,,2018-10-04,1.7142258668334183,3035,317.0,281.0,281.0,317.0,2022-04-06,2022-04-11,-11.356466876971606
900,,,2018-10-05,1.6593829041457133,1708,58.5,67.8,56.1,67.8,2022-04-06,2022-04-11,15.897435897435885
901,,,2018-10-06,1.6931476647120403,2303,51.1,48.2,48.2,51.1,2022-04-06,2022-04-11,-5.675146771037176
902,,,2018-10-08,1.7583424029152652,3712,30.5,29.95,29.95,30.5,2022-04-06,2022-04-11,-1.80327868852459
903,,,2018-10-09,1.766516718353813,2359,28.35,24.75,24.75,28.35,2022-04-06,2022-04-11,-12.698412698412698
904,,,2018-10-11,1.6402153285267147,3305,79.3,75.3,75.3,79.3,2022-04-06,2022-04-11,-5.044136191677174
905,,,2018-10-12,1.6402153285267147,1342,63.5,64.9,63.5,64.9,2022-04-06,2022-04-11,2.2047244094488327
906,,,2018-10-15,1.650301263430025,9802,127.5,129.5,126.0,129.5,2022-04-06,2022-04-11,1.5686274509803866
907,,,2018-10-16,1.6483321491493834,2497,109.5,96.6,96.6,109.5,2022-04-06,2022-04-11,-11.780821917808225
908,,,2018-10-17,1.65819154374978,2603,134.5,137.5,134.5,154.0,2022-04-12,2022-05-16,2.230483271375472
909,,,2018-10-18,1.6599929368441741,3035,281.5,252.5,242.5,289.5,2022-04-12,2022-05-16,-10.301953818827714
910,,,2018-10-19,1.6420715440365745,2027,51.7,43.4,43.2,55.0,2022-04-12,2022-05-16,-16.0541586073501
911,,,2018-10-22,1.6527464948642985,1603,28.0,29.9,27.2,32.1,2022-04-12,2022-05-16,6.785714285714284
912,,,2018-10-23,1.6102763027316611,1708,66.8,57.6,53.0,71.7,2022-04-12,2022-05-16,-13.772455089820356
913,,,2018-10-24,1.582771393216262,2303,47.3,49.45,44.4,49.45,2022-04-12,2022-05-16,4.545454545454564
914,,,2018-10-25,1.5244111687043842,3305,74.1,63.1,62.0,76.9,2022-04-12,2022-05-16,-14.844804318488524
915,,,2018-10-26,1.5138768250822876,1516,29.85,23.85,22.5,30.55,2022-04-12,2022-05-16,-20.100502512562812
916,,,2018-10-29,1.5344335551750783,2031,70.7,48.9,48.9,75.5,2022-04-12,2022-05-16,-30.834512022630843
917,,,2018-10-30,1.5358687220876508,4755,185.5,189.5,167.0,189.5,2022-04-12,2022-05-16,2.156334231805923
918,,,2018-10-31,1.5848643282684298,1906,18.05,20.7,17.9,20.7,2022-05-17,2022-06-10,14.68144044321329
919,,,2018-11-01,1.6128155879347659,1457,19.15,19.8,18.8,19.8,2022-05-17,2022-06-10,3.394255874673635
920,,,2018-11-02,1.6187490286133184,2603,135.5,139.0,135.0,145.5,2022-05-17,2022-06-10,2.583025830258312
921,,,2018-11-05,1.608554176763944,1413,9.86,9.99,9.79,10.0,2022-05-17,2022-06-10,1.3184584178498993
922,,,2018-11-06,1.5692917149989511,1708,57.1,52.1,52.1,60.0,2022-05-17,2022-06-10,-8.756567425569173
923,,,2018-11-07,1.5990654092324044,1475,68.5,69.1,65.5,71.1,2022-05-17,2022-06-10,0.8759124087591053
924,,,2018-11-08,1.6024592487191671,2637,91.8,91.0,91.0,104.5,2022-05-17,2022-06-10,-0.8714596949891074
925,,,2018-11-09,1.6097754151804793,2027,43.4,43.05,42.8,44.75,2022-05-17,2022-06-10,-0.8064516129032251
926,,,2018-11-12,1.5948953732718982,2303,50.1,51.2,49.0,52.4,2022-05-17,2022-06-10,2.1956087824351433
927,,,2018-11-13,1.6294708965053044,2338,81.0,93.9,81.0,93.9,2022-05-17,2022-06-10,15.925925925925943
928,,,2018-11-14,1.6416855022842056,1906,20.15,18.75,18.75,20.8,2022-06-14,2022-07-11,-6.94789081885856
929,,,2018-11-15,1.6459114415509977,1457,19.25,16.8,16.8,19.25,2022-06-14,2022-07-11,-12.72727272727272
930,,,2018-11-16,1.6459114415509977,2603,131.5,92.3,79.8,131.5,2022-06-14,2022-07-11,-29.80988593155893
931,,,2018-11-19,1.679136478853588,1413,9.9,9.62,9.55,10.05,2022-06-14,2022-07-11,-2.8282828282828354
932,,,2018-11-20,1.666695656490632,1475,67.0,59.9,53.8,67.0,2022-06-14,2022-07-11,-10.597014925373138
933,,,2018-11-21,1.6640820936303806,1516,25.45,21.1,19.95,25.55,2022-06-14,2022-07-11,-17.092337917485256
934,,,2018-11-22,1.6461144444299352,2612,51.5,41.95,40.0,51.5,2022-06-14,2022-07-11,-18.543689320388346
935,,,2018-11-23,1.6431123701293968,2637,85.4,67.1,61.8,85.4,2022-06-14,2022-07-11,-21.42857142857144
936,,,2018-11-26,1.6666343304719053,3037,201.5,153.0,146.0,201.5,2022-06-14,2022-07-11,-24.06947890818859
937,,,2018-11-27,1.680845908297964,3189,163.0,134.0,127.5,163.0,2022-06-14,2022-07-11,-17.791411042944784
938,,,2018-11-28,1.7112212707088517,1906,18.3,19.45,16.85,19.45,2022-07-12,2022-08-15,6.284153005464477
939,,,2018-11-29,1.6969796224474576,1708,45.4,49.35,44.65,49.35,2022-07-12,2022-08-15,8.700440528634367
940,,,2018-11-30,1.709528052999476,1475,55.7,63.8,55.7,63.8,2022-07-12,2022-08-15,14.542190305206448
941,,,2018-12-03,1.7828516388551934,8467,65.8,62.6,60.2,77.7,2022-07-12,2022-08-15,-4.86322188449847
942,,,2018-12-04,1.7756345712808714,2612,39.6,40.65,37.3,42.15,2022-07-12,2022-08-15,2.651515151515138
943,,,2018-12-05,1.7668297463188667,2637,64.0,69.6,64.0,69.6,2022-07-12,2022-08-15,8.749999999999991
944,,,2018-12-06,1.6932224378739864,3037,148.5,163.5,146.0,179.5,2022-07-12,2022-08-15,10.1010101010101
945,,,2018-12-07,1.707836776564152,3189,126.0,135.5,121.0,149.0,2022-07-12,2022-08-15,7.539682539682535
946,,,2018-12-10,1.6943226980602868,2027,33.8,39.9,33.8,39.9,2022-07-12,2022-08-15,18.047337278106525
947,,,2018-12-11,1.7052512882141078,2303,36.75,43.5,36.75,43.5,2022-07-12,2022-08-15,18.36734693877551
948,,,2018-12-12,1.7052512882141078,2612,40.1,35.0,35.0,41.45,2022-08-16,2022-09-08,-12.718204488778062
949,,,2018-12-13,1.7005491199680425,1451,23.95,25.5,23.95,27.4,2022-08-16,2022-09-08,6.471816283924836
950,,,2018-12-14,1.7126189372203862,1475,64.7,58.8,57.3,64.8,2022-08-16,2022-09-08,-9.119010819165386
951,,,2018-12-17,1.7232184530703172,3037,162.5,139.5,138.0,163.5,2022-08-16,2022-09-08,-14.15384615384615
952,,,2018-12-18,1.6932824658737706,2634,35.6,36.0,35.0,36.0,2022-08-16,2022-09-08,1.1235955056179803
953,,,2018-12-19,1.7017343665872562,3454,101.5,128.0,97.3,128.0,2022-08-16,2022-09-08,26.108374384236456
954,,,2018-12-20,1.6785810419880152,2303,43.05,39.3,39.2,43.05,2022-08-16,2022-09-08,-8.710801393728218
955,,,2018-12-21,1.6844372415721345,3035,175.5,175.5,175.5,195.0,2022-08-16,2022-09-08,0.0
956,,,2018-12-22,1.6932824658737706,6285,81.2,83.2,80.6,85.0,2022-08-16,2022-09-08,2.4630541871921263
957,,,2018-12-24,1.6969685023058172,5388,99.0,94.1,93.2,99.0,2022-08-16,2022-09-08,-4.949494949494959
958,,,2018-12-25,1.6800359238671367,1451,25.45,22.0,22.0,25.45,2022-09-13,2022-10-11,-13.555992141453832
959,,,2018-12-26,1.65167197030349,2482,23.75,20.9,20.0,23.75,2022-09-13,2022-10-11,-12.00000000000001
960,,,2018-12-27,1.666403028660938,3037,139.0,112.0,112.0,139.0,2022-09-13,2022-10-11,-19.424460431654676
961,,,2018-12-28,1.683688825670137,2634,36.7,33.55,33.45,36.85,2022-09-13,2022-10-11,-8.583106267029983
962,,,2019-01-02,1.6672519525638843,2338,75.0,55.7,54.0,75.0,2022-09-13,2022-10-11,-25.73333333333333
963,,,2019-01-03,1.6617022122347247,2303,40.75,35.4,35.35,40.75,2022-09-13,2022-10-11,-13.128834355828223
964,,,2019-01-04,1.6471974223925412,1708,49.2,41.15,41.15,52.1,2022-09-13,2022-10-11,-16.361788617886187
965,,,2019-01-07,1.668344136856084,3454,151.0,123.5,123.5,151.0,2022-09-13,2022-10-11,-18.21192052980133
966,,,2019-01-08,1.665679570028486,6715,152.5,137.0,134.5,152.5,2022-09-13,2022-10-11,-10.163934426229504
967,,,2019-01-09,1.6835025929785736,6285,85.9,85.0,80.4,87.6,2022-09-13,2022-10-11,-1.0477299185098987
968,,,2019-01-10,1.684762503500811,2482,20.95,24.05,19.15,24.05,2022-10-12,2022-11-15,14.797136038186153
969,,,2019-01-11,1.6662791275368372,3037,113.0,161.0,107.5,161.0,2022-10-12,2022-11-15,42.47787610619469
970,,,2019-01-14,1.6662791275368372,2338,53.9,69.9,50.1,69.9,2022-10-12,2022-11-15,29.684601113172548
971,,,2019-01-15,1.6627178459194767,2634,32.9,30.95,30.25,33.1,2022-10-12,2022-11-15,-5.927051671732519
972,,,2019-01-16,1.6396019068581285,2303,36.7,46.6,36.4,46.6,2022-10-12,2022-11-15,26.975476839237047
973,,,2019-01-17,1.6371464918416792,2313,45.0,48.0,41.35,48.0,2022-10-12,2022-11-15,6.666666666666665
974,,,2019-01-18,1.6586916518599084,6285,86.4,81.8,81.4,87.6,2022-10-12,2022-11-15,-5.3240740740740815
975,,,2019-01-21,1.6846844183157805,5388,82.4,76.9,73.9,82.9,2022-10-12,2022-11-15,-6.674757281553401
976,,,2019-01-22,1.6746655706924147,8046,189.0,270.5,178.0,270.5,2022-10-12,2022-11-15,43.12169312169311
977,,,2019-01-23,1.6977291475938434,2392,37.2,35.85,33.3,37.2,2022-10-12,2022-11-15,-3.629032258064524
978,,,2019-01-24,1.713891660120519,5519,22.1,22.85,22.05,23.0,2022-11-16,2022-12-09,3.393665158371051
979,,,2019-01-25,1.7245689017750412,6285,81.0,86.7,81.0,92.2,2022-11-16,2022-12-09,7.037037037037042
980,,,2019-01-28,1.7258715066469144,1708,43.85,43.6,42.0,45.15,2022-11-16,2022-12-09,-0.5701254275940704
981,,,2019-01-29,1.725143588465984,6235,34.8,37.5,34.15,40.95,2022-11-16,2022-12-09,7.758620689655182
982,,,2019-01-30,1.7367420178621724,4763,145.0,185.0,145.0,185.0,2022-11-16,2022-12-09,27.586206896551737
983,,,2019-02-11,1.7758030384073016,3037,161.5,149.5,149.5,166.0,2022-11-16,2022-12-09,-7.430340557275539
984,,,2019-02-12,1.7758030384073016,2482,23.65,25.8,23.4,26.95,2022-11-16,2022-12-09,9.090909090909104
985,,,2019-02-13,1.7809861466139056,5388,76.8,80.9,76.8,84.9,2022-11-16,2022-12-09,5.338541666666674
986,,,2019-02-14,1.7879557842718081,2392,35.3,38.25,35.25,39.9,2022-11-16,2022-12-09,8.356940509915024
987,,,2019-02-15,1.785290455232856,5284,56.6,67.6,55.8,67.6,2022-11-16,2022-12-09,19.434628975265
988,,,2019-02-18,1.8060794156556896,6285,85.0,81.8,77.7,86.9,2022-12-13,2023-01-11,-3.764705882352948
989,,,2019-02-19,1.8144601575287218,6235,37.35,37.0,34.35,39.05,2022-12-13,2023-01-11,-0.9370816599732268
990,,,2019-02-20,1.8393775409630146,3037,146.0,128.0,119.0,149.0,2022-12-13,2023-01-11,-12.328767123287676
991,,,2019-02-21,1.842276377572849,4438,119.0,122.0,118.0,123.5,2022-12-13,2023-01-11,2.5210084033613356
992,,,2019-02-22,1.843009116417193,4763,173.0,251.0,168.5,251.0,2022-12-13,2023-01-11,45.086705202312146
993,,,2019-02-25,1.8806690988846624,2482,27.4,26.6,23.8,27.55,2022-12-13,2023-01-11,-2.9197080291970656
994,,,2019-02-26,1.876264789566573,5388,79.4,79.3,75.9,83.4,2022-12-13,2023-01-11,-0.12594458438288658
995,,,2019-02-27,1.8791594952608521,5284,63.6,71.4,63.6,72.0,2022-12-13,2023-01-11,12.264150943396235
996,,,2019-03-04,1.9015163330053462,3380,30.5,30.05,28.1,31.1,2022-12-13,2023-01-11,-1.4754098360655665
997,,,2019-03-05,1.891897923777429,6285,82.0,83.3,81.2,86.0,2023-01-12,2023-02-10,1.585365853658538
998,,,2019-03-06,1.8999551783879989,6235,36.35,48.4,35.65,49.75,2023-01-12,2023-02-10,33.14993122420906
999,,,2019-03-07,1.8747711235811475,5388,79.5,80.5,78.2,83.3,2023-01-12,2023-02-10,1.2578616352201255
1000,,,2019-03-08,1.8894882573951086,2482,26.05,40.7,26.05,42.0,2023-01-12,2023-02-10,56.2380038387716
1001,,,2019-03-11,1.8940662656659173,5906,32.0,34.85,32.0,35.0,2023-01-12,2023-02-10,8.906250000000004
1002,,,2019-03-12,1.8940662656659173,3712,28.0,30.05,27.5,30.05,2023-01-12,2023-02-10,7.321428571428568
1003,,,2019-03-13,1.9209308807082741,1789,25.25,25.85,25.25,26.85,2023-01-12,2023-02-10,2.3762376237623783
1004,,,2019-03-14,1.9183634567377654,4763,272.0,286.0,254.5,299.5,2023-01-12,2023-02-10,5.147058823529416
1005,,,2019-03-15,1.9665889855973602,2392,37.35,40.35,36.7,40.75,2023-01-12,2023-02-10,8.032128514056215
1006,,,2019-03-18,1.988115567760553,1475,70.1,68.6,67.6,71.2,2023-01-12,2023-02-10,-2.1398002853067033
1007,,,2019-03-19,2.0043621548251482,6235,47.3,65.9,47.3,68.9,2023-02-14,2023-03-10,39.323467230443995
1008,,,2019-03-20,2.012288651253196,5906,34.8,36.35,34.8,38.6,2023-02-14,2023-03-10,4.454022988505768
1009,,,2019-03-21,1.9987869216607488,4763,297.5,321.5,297.5,356.0,2023-02-14,2023-03-10,8.067226890756295
1010,,,2019-03-22,2.0062620299368734,2482,42.4,55.5,42.4,55.5,2023-02-14,2023-03-10,30.896226415094354
1011,,,2019-03-25,1.998738973932537,5284,88.5,98.8,88.5,105.0,2023-02-14,2023-03-10,11.638418079096047
1012,,,2019-03-26,2.02851229967222,2706,14.3,14.5,14.3,15.4,2023-02-14,2023-03-10,1.3986013986013957
1013,,,2019-03-27,2.028771501237288,8422,185.0,187.5,184.0,191.0,2023-02-14,2023-03-10,1.3513513513513598
1014,,,2019-03-28,2.005541409626367,8996,233.5,220.5,220.5,244.5,2023-02-14,2023-03-10,-5.567451820128477
1015,,,2019-03-29,2.016975596260134,2701,12.2,12.75,12.2,13.55,2023-02-14,2023-03-10,4.508196721311486
1016,,,2019-04-01,1.9962460898812486,9918,42.2,42.05,42.05,42.45,2023-02-14,2023-03-10,-0.35545023696683664
1017,,,2019-04-02,1.9962460898812486,6235,67.7,77.3,67.4,77.3,2023-03-14,2023-03-31,14.180206794682416
1018,,,2019-04-03,1.9845498712371417,3712,37.2,37.05,35.45,37.35,2023-03-14,2023-03-31,-0.40322580645162365
1019,,,2019-04-08,1.9916866047427597,4763,299.0,348.0,299.0,348.0,2023-03-14,2023-03-31,16.387959866220726
1020,,,2019-04-09,1.995057850405459,2482,52.1,62.5,51.0,62.5,2023-03-14,2023-03-31,19.961612284069098
1021,,,2019-04-10,2.019843566670596,5284,95.8,112.5,93.6,112.5,2023-03-14,2023-03-31,17.432150313152395
1022,,,2019-04-11,1.9971182274128292,1438,32.95,32.1,31.55,33.1,2023-03-14,2023-03-31,-2.5796661608497806
1023,,,2019-04-12,1.9971182274128292,2706,14.6,14.7,14.4,14.7,2023-03-14,2023-03-31,0.6849315068493178
1024,,,2019-04-15,2.032337265573706,2910,30.1,30.55,30.05,30.55,2023-03-14,2023-03-31,1.4950166112956742
1025,,,2019-04-16,2.051090376228644,6183,64.9,65.4,63.5,65.4,2023-03-14,2023-03-31,0.7704160246533087
1026,,,2019-04-17,2.047234909738011,4119,111.0,118.5,111.0,118.5,2023-03-14,2023-03-31,6.756756756756754
1027,,,2019-04-18,2.0136804729720676,3004,90.1,88.6,88.6,90.1,2023-04-07,2023-04-11,-1.6648168701442811
1028,,,2019-04-19,2.010431717076298,1438,32.75,32.4,32.4,32.75,2023-04-07,2023-04-11,-1.0687022900763399
1029,,,2019-04-22,2.026330100886107,4916,33.15,32.7,32.7,33.65,2023-04-07,2023-04-11,-1.3574660633484004
1030,,,2019-04-23,2.05284771648531,2482,65.1,65.7,65.1,65.8,2023-04-07,2023-04-11,0.9216589861751334
1031,,,2019-04-24,2.0540163759242427,4763,400.0,437.0,400.0,437.0,2023-04-07,2023-04-11,9.250000000000004
1032,,,2019-04-25,2.07620581873932,5284,119.5,121.0,119.5,123.5,2023-04-07,2023-04-11,1.2552301255230214
1033,,,2019-04-26,2.0577761896609847,2231,186.0,187.5,186.0,189.5,2023-04-07,2023-04-11,0.8064516129032251
1034,,,2019-04-29,2.0119336444875975,6235,80.4,83.8,79.8,83.8,2023-04-07,2023-04-11,4.228855721393021
1035,,,2019-04-30,2.033366959894936,2427,15.6,15.9,15.6,16.1,2023-04-07,2023-04-11,1.9230769230769384
1036,,,2019-05-02,2.06358584537056,1762,82.6,81.8,81.8,82.7,2023-04-07,2023-04-11,-0.9685230024213065
1037,,,2019-05-03,2.0918241080399267,3004,91.4,96.0,91.4,121.5,2023-04-12,2023-05-16,5.032822757111588
1038,,,2019-05-06,2.065802230993785,2482,66.8,63.1,62.6,74.8,2023-04-12,2023-05-16,-5.538922155688619
1039,,,2019-05-07,2.090678733168615,4763,436.5,520.0,427.5,548.0,2023-04-12,2023-05-16,19.129438717067583
1040,,,2019-05-08,2.0897477255446706,2704,36.7,44.6,36.7,44.6,2023-04-12,2023-05-16,21.525885558583102
1041,,,2019-05-09,2.0283550400793033,3557,66.9,68.8,66.1,70.7,2023-04-12,2023-05-16,2.84005979073243
1042,,,2019-05-10,2.0135516213173146,2548,94.3,96.3,93.4,97.1,2023-04-12,2023-05-16,2.1208907741251393
1043,,,2019-05-13,1.9722860725490707,5284,126.0,155.0,115.5,155.0,2023-04-12,2023-05-16,23.015873015873023
1044,,,2019-05-14,1.9742180277305605,2231,185.5,162.0,161.5,189.5,2023-04-12,2023-05-16,-12.668463611859837
1045,,,2019-05-15,2.0252387067316837,2542,41.95,41.65,41.35,43.3,2023-04-12,2023-05-16,-0.715137067938032
1046,,,2019-05-16,1.9991911096372608,6235,83.1,96.0,83.1,99.6,2023-04-12,2023-05-16,15.523465703971118
1047,,,2019-05-17,1.9991911096372608,4763,557.0,514.0,506.0,599.0,2023-05-17,2023-06-09,-7.719928186714542
1048,,,2019-05-20,1.9893486332581278,3046,83.3,96.0,80.3,96.0,2023-05-17,2023-06-09,15.246098439375743
1049,,,2019-05-21,2.0272803532227974,6235,105.5,131.5,105.5,131.5,2023-05-17,2023-06-09,24.644549763033186
1050,,,2019-05-22,2.0225645116963755,6243,42.4,51.0,42.4,53.9,2023-05-17,2023-06-09,20.28301886792454
1051,,,2019-05-23,1.976316179855703,5284,157.0,142.5,142.5,167.5,2023-05-17,2023-06-09,-9.235668789808916
1052,,,2019-05-24,1.9788282777013395,2211,61.0,64.2,60.6,64.6,2023-05-17,2023-06-09,5.245901639344264
1053,,,2019-05-27,1.999874561975055,9942,159.0,159.5,153.0,161.0,2023-05-17,2023-06-09,0.3144654088050425
1054,,,2019-05-28,2.001976553468257,8996,208.5,292.5,208.5,292.5,2023-05-17,2023-06-09,40.28776978417265
1055,,,2019-05-29,2.0000050601546415,4572,161.0,169.0,160.5,169.5,2023-05-17,2023-06-09,4.968944099378891
1056,,,2019-05-30,2.021142276144234,3583,94.4,150.0,94.4,150.0,2023-05-17,2023-06-09,58.89830508474576
1057,,,2019-05-31,2.0223566545357974,3004,94.5,92.2,91.0,97.0,2023-06-13,2023-07-11,-2.4338624338624326
1058,,,2019-06-03,2.026042696008864,1808,76.8,83.0,75.4,83.0,2023-06-13,2023-07-11,8.072916666666675
1059,,,2019-06-04,2.0078144486280167,1525,110.0,110.5,105.5,123.5,2023-06-13,2023-07-11,0.454545454545463
1060,,,2019-06-05,1.9913894430077137,2634,56.6,57.7,56.0,65.0,2023-06-13,2023-07-11,1.9434628975264934
1061,,,2019-06-06,1.979899548821538,4763,531.0,679.0,515.0,679.0,2023-06-13,2023-07-11,27.87193973634652
1062,,,2019-06-10,2.0206476544517993,4119,117.0,107.5,107.5,120.0,2023-06-13,2023-07-11,-8.119658119658125
1063,,,2019-06-11,2.0017961047135477,1108,16.15,16.55,16.1,17.2,2023-06-13,2023-07-11,2.4767801857585203
1064,,,2019-06-12,2.0017961047135477,3046,101.5,75.5,75.5,101.5,2023-06-13,2023-07-11,-25.615763546798032
1065,,,2019-06-13,1.9960342738288257,3025,43.0,51.3,39.75,54.1,2023-06-13,2023-07-11,19.30232558139535
1066,,,2019-06-14,2.0062684292005963,6235,150.5,161.0,147.0,167.5,2023-06-13,2023-07-11,6.976744186046502
1067,,,2019-06-17,2.0275213730270485,1808,84.7,80.4,79.2,84.7,2023-07-12,2023-08-04,-5.076741440377797
1068,,,2019-06-18,2.0028221924153673,4763,722.0,842.0,712.0,950.0,2023-07-12,2023-08-04,16.620498614958446
1069,,,2019-06-19,2.036728530701346,1108,16.2,18.75,16.2,18.75,2023-07-12,2023-08-04,15.740740740740744
1070,,,2019-06-20,2.0547272906827265,2514,16.55,16.55,16.45,16.65,2023-07-12,2023-08-04,0.0
