,Change Record,Extra Change,Date,Net Worth,mdd,stock_id,mfs_score,buy_price,sell_price,lowest_price,highest_price,buy_date,sell_date,profit(%)
0,2015-01-01-2015-01-11 報酬率:-0.2% 本金:998351.5,每次換手最大報酬 : 16.09%,2015-01-05,1.0,0.0,2428,83.0,45.25,45.1,44.35,45.25,2015-01-05,2015-01-09,-0.33149171270717703
1,2015-01-11-2015-02-11 報酬率:0.6% 本金:1003316.8,每次換手最小報酬 : -16.18%,2015-01-06,0.9928909709545899,-0.7109029045410109,8249,82.0,25.3,24.4,24.4,25.4,2015-01-05,2015-01-09,-3.5573122529644396
2,2015-02-11-2015-03-11 報酬率:6.72% 本金:1057332.1600000001,,2015-01-07,1.0039993687057314,0.0,2542,82.0,63.6,63.6,62.9,63.6,2015-01-05,2015-01-09,0.0
3,2015-03-11-2015-04-01 報酬率:4.17% 本金:1090904.83,,2015-01-08,1.0026715475164658,-0.13225318965860433,6108,82.0,24.15,24.3,24.0,24.6,2015-01-05,2015-01-09,0.6211180124223725
4,2015-04-01-2015-04-11 報酬率:2.47% 本金:1112787.795,,2015-01-12,0.9979669849544852,-0.6008354127774562,6220,80.0,18.95,18.65,18.55,19.0,2015-01-05,2015-01-09,-1.58311345646438
5,2015-04-11-2015-05-16 報酬率:-1.17% 本金:1101666.2429999998,,2015-01-13,0.9981762491486547,-0.5799923524437478,8213,80.0,53.2,52.0,51.7,53.2,2015-01-05,2015-01-09,-2.2556390977443663
6,2015-05-16-2015-06-11 報酬率:0.94% 本金:1110417.267,,2015-01-14,1.0035024132236525,-0.04949758909903457,5356,80.0,66.4,65.8,65.3,66.4,2015-01-05,2015-01-09,-0.9036144578313365
7,2015-06-11-2015-07-11 報酬率:-0.1% 本金:1109453.467,,2015-01-15,1.0026815592484652,-0.13125600456950215,2387,80.0,21.1,22.4,21.1,22.95,2015-01-05,2015-01-09,6.16113744075828
8,2015-07-11-2015-08-15 報酬率:-6.41% 本金:1047486.0739999999,,2015-01-16,0.9899384534451148,-1.4004904483896907,5514,80.0,21.3,21.45,20.95,21.6,2015-01-05,2015-01-09,0.7042253521126751
9,2015-08-15-2015-09-11 報酬率:3.57% 本金:1082056.169,,2015-01-19,0.9775572748341418,-2.6336763444061106,2351,79.0,39.4,39.05,39.05,39.4,2015-01-05,2015-01-09,-0.8883248730964466
10,2015-09-11-2015-10-11 報酬率:5.79% 本金:1137344.3,,2015-01-20,0.9898325852195684,-1.4110350989986697,6108,87.0,23.9,22.25,22.25,24.0,2015-01-12,2015-02-11,-6.903765690376562
11,2015-10-11-2015-11-15 報酬率:10.12% 本金:1241113.768,,2015-01-21,0.9975704922686273,-0.6403267409810898,6261,84.0,62.5,64.5,61.1,64.7,2015-01-12,2015-02-11,3.200000000000003
12,2015-11-15-2015-12-11 報酬率:2.38% 本金:1267100.274,,2015-01-22,1.0205891603375887,0.0,2428,83.0,45.1,46.4,43.9,46.5,2015-01-12,2015-02-11,2.882483370288247
