,Change Record,Extra Change,Date,Net Worth,mdd,stock_id,mfs_score,buy_price,sell_price,lowest_price,highest_price,buy_date,sell_date,profit(%)
0,2015-01-01-2015-01-11 報酬率:-0.05% 本金:999596.4750000001,每次換手最大報酬 : 16.09%,2015-01-05,1.0,0.0,2428,83.0,45.25,45.1,44.35,45.25,2015-01-05,2015-01-09,-0.33149171270717703
1,2015-01-11-2015-02-11 報酬率:1.71% 本金:1013391.045,每次換手最小報酬 : -16.18%,2015-01-06,0.9928407039626983,-0.7159296037301699,6108,82.0,24.15,24.3,24.0,24.6,2015-01-05,2015-01-09,0.6211180124223725
2,2015-02-11-2015-03-11 報酬率:6.57% 本金:1065717.81,,2015-01-07,1.0041114393761776,0.0,8249,82.0,25.3,24.4,24.4,25.4,2015-01-05,2015-01-09,-3.5573122529644396
3,2015-03-11-2015-04-01 報酬率:4.17% 本金:1099290.48,,2015-01-08,1.0026006792983897,-0.1504574112537238,2542,82.0,63.6,63.6,62.9,63.6,2015-01-05,2015-01-09,0.0
4,2015-04-01-2015-04-11 報酬率:2.18% 本金:1119349.75,,2015-01-12,0.9995046604769321,-0.4587915960909239,6220,80.0,18.95,18.65,18.55,19.0,2015-01-05,2015-01-09,-1.58311345646438
5,2015-04-11-2015-05-16 報酬率:-1.17% 本金:1108228.1979999999,,2015-01-13,1.0001722791744232,-0.39230308980462425,2387,80.0,21.1,22.4,21.1,22.95,2015-01-05,2015-01-09,6.16113744075828
6,2015-05-16-2015-06-11 報酬率:0.54% 本金:1113419.0019999999,,2015-01-14,1.004972155374838,0.0,5356,80.0,66.4,65.8,65.3,66.4,2015-01-05,2015-01-09,-0.9036144578313365
7,2015-06-11-2015-07-11 報酬率:-1.64% 本金:1096790.2219999998,,2015-01-15,1.00451453215625,-0.04553591023795933,8213,80.0,53.2,52.0,51.7,53.2,2015-01-05,2015-01-09,-2.2556390977443663
8,2015-07-11-2015-08-15 報酬率:-3.05% 本金:1066983.182,,2015-01-16,0.9938585907126676,-1.1058579685747971,5514,80.0,21.3,21.45,20.95,21.6,2015-01-05,2015-01-09,0.7042253521126751
9,2015-08-15-2015-09-11 報酬率:3.28% 本金:1097734.822,,2015-01-19,0.9851790104823532,-1.969521721236378,6261,79.0,61.6,62.0,61.1,62.0,2015-01-05,2015-01-09,0.6493506493506551
10,2015-09-11-2015-10-11 報酬率:6.8% 本金:1163483.342,,2015-01-20,0.9969803120856596,-0.7952303202069966,6108,87.0,23.9,22.25,22.25,24.0,2015-01-12,2015-02-11,-6.903765690376562
11,2015-10-11-2015-11-15 報酬率:9.42% 本金:1263273.17,,2015-01-21,0.9999092985782333,-0.5037808032319457,6261,84.0,62.5,64.5,61.1,64.7,2015-01-12,2015-02-11,3.200000000000003
